Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
26346,PINOCCHIO,"город Москва, Кутузовский проспект, дом 4/2",26482298.0,36737051.0,21652725.0,-4829573.0,11.0,,18.0,7.0
255145,"Предприятие быстрого обслуживания «Шаурма, куры-гриль, выпечка»","город Москва, Кировоградская улица, дом 12, корпус 2",31475293.0,25075245.0,26635425.0,-4839868.0,14.0,,14.0,0.0
273274,Элемент кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Старая Басманная улица, дом 38/2, строение 1Д",26263274.0,,21409706.0,-4853568.0,8.0,16.0,6.0,-2.0
138786,Столовая,"город Москва, Коровинское шоссе, дом 35, строение 2",33532231.0,30287735.0,28603930.0,-4928301.0,12.0,17.0,7.0,-5.0
152613,Шоколадница,"город Москва, Измайловское шоссе, дом 71, строение 8",26205439.0,,21254692.0,-4950747.0,9.0,11.0,9.0,0.0
339542,22 Акра Кофе и хлеб,"город Москва, Корабельная улица, дом 15",28025175.0,,23063548.0,-4961627.0,16.0,,8.0,-8.0
185893,Relax Lounge,"город Москва, Новоалексеевская улица, дом 12, строение 1",34596012.0,21357377.0,29599815.0,-4996197.0,18.0,17.0,14.0,-4.0
79716,Шоколадница,"город Москва, поселение Московский, МКАД, 47-й километр, владение 23",31914120.0,24371311.0,26917403.0,-4996717.0,11.0,19.0,16.0,5.0
324704,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Новая Басманная улица, дом 13/2, строение 1",35603753.0,,30596220.0,-5007533.0,6.0,7.0,17.0,11.0
125947,Домино'с Пицца,"город Москва, Луганская улица, дом 11",27599140.0,26430191.0,22580431.0,-5018709.0,8.0,18.0,6.0,-2.0
268991,Korean chiak,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 52",36519254.0,21078536.0,31464611.0,-5054643.0,7.0,19.0,18.0,11.0
316672,Буханка,"Российская Федерация, город Москва, внутригородская территория поселение Московский, Саларьевская улица, дом 10, корпус 1",34628151.0,23999359.0,29569456.0,-5058695.0,11.0,8.0,15.0,4.0
263205,СтардогS,"город Москва, площадь Ганецкого, дом 1Б",25752637.0,20536667.0,20691088.0,-5061549.0,14.0,15.0,15.0,1.0
345814,Гастробар «Винотека»,"город Москва, Профсоюзная улица, дом 68, корпус 3",30574033.0,,25511357.0,-5062676.0,10.0,12.0,18.0,8.0
305610,Black Star Burger,"город Москва, проспект Андропова, дом 1А",35419463.0,30944873.0,30341810.0,-5077653.0,11.0,11.0,11.0,0.0
25458,Шоколадница,"город Москва, Щукинская улица, дом 42",29710732.0,,24616515.0,-5094217.0,17.0,16.0,17.0,0.0
19823,СТОЛОВАЯ школы 1214,"город Москва, Мосфильмовская улица, дом 21",27222724.0,30561355.0,22123140.0,-5099584.0,12.0,,10.0,-2.0
310269,White fox Cafe,"город Москва, Большой Трёхгорный переулок, дом 6",27033456.0,36961007.0,21905526.0,-5127930.0,18.0,9.0,14.0,-4.0
315713,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 23, строение 1",32611905.0,24943528.0,27457304.0,-5154601.0,17.0,19.0,18.0,1.0
71665,КАФЕ «Шоколадница»,"город Москва, Мичуринский проспект, дом 22, корпус 1",25877999.0,29116727.0,20720495.0,-5157504.0,17.0,18.0,11.0,-6.0
158485,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красная Пресня, дом 4",35416044.0,,30255738.0,-5160306.0,16.0,16.0,10.0,-6.0
371819,Russianwinebar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Балчуг, дом 3/2",32307848.0,20422332.0,27081948.0,-5225900.0,13.0,11.0,17.0,4.0
194537,Cassette Cafe,"город Москва, улица Серпуховский Вал, дом 21, корпус 1",27182961.0,20653535.0,21950958.0,-5232003.0,16.0,12.0,16.0,0.0
305936,Узбекский дворик,"город Москва, Ленинградское шоссе, дом 58, строение 26",37518271.0,36918228.0,32265650.0,-5252621.0,14.0,18.0,19.0,5.0
356672,ОКофеМой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Строгинский бульвар, дом 2, корпус 1",32831431.0,26689662.0,27567263.0,-5264168.0,6.0,18.0,13.0,7.0
168036,Караоке-бар Ян Пен,"город Москва, улица Покровка, дом 3/7, строение 1Г",30686299.0,26239090.0,25411425.0,-5274874.0,6.0,7.0,10.0,4.0
258921,Додо Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 7",26214484.0,,20920553.0,-5293931.0,17.0,19.0,19.0,2.0
88592,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, Старокачаловская улица, дом 5А",38470489.0,34003797.0,33143339.0,-5327150.0,7.0,11.0,12.0,5.0
324851,Кафе,"город Москва, улица Народного Ополчения, дом 22, корпус 2",34387868.0,,29058676.0,-5329192.0,17.0,11.0,19.0,2.0
363255,PURKINS PUB,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 16",33991229.0,33618569.0,28660516.0,-5330713.0,8.0,8.0,11.0,3.0
365875,БАZZAP,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Мясницкая улица, дом 38, строение 1",37172662.0,26921865.0,31835907.0,-5336755.0,16.0,6.0,13.0,-3.0
156723,К11,"город Москва, Малый Каретный переулок, дом 11, строение 2",32946297.0,37142047.0,27599951.0,-5346346.0,7.0,14.0,10.0,3.0
343719,Донер Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Калужская площадь, дом 1, строение 7",25539610.0,33949671.0,20192006.0,-5347604.0,16.0,,8.0,-8.0
179107,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Большая Косинская улица, дом 27, строение 16",26689965.0,32379389.0,21327075.0,-5362890.0,17.0,7.0,13.0,-4.0
169321,Правда кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Зубовский бульвар, дом 17, строение 1",32702213.0,36968831.0,27338729.0,-5363484.0,11.0,,13.0,2.0
232139,Самая вкусная шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Кронштадтский бульвар, дом 3А, строение 1",39933989.0,36775335.0,34565100.0,-5368889.0,19.0,18.0,12.0,-7.0
186275,Донер Кебаб,"город Москва, Дмитровское шоссе, дом 30, корпус 1",27486956.0,37701938.0,22074755.0,-5412201.0,14.0,8.0,6.0,-8.0
227774,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 4",31899657.0,,26479499.0,-5420158.0,9.0,15.0,18.0,9.0
357320,Stardogs,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",33434514.0,28759886.0,28008278.0,-5426236.0,18.0,,8.0,-10.0
368952,Кальянная Mist Lounge,"город Москва, Пролетарский проспект, дом 24Б",33053522.0,31863320.0,27573803.0,-5479719.0,6.0,,17.0,11.0
331166,Рамен и Noodles,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Тишинская площадь, дом 1, строение 1",29311826.0,,23830537.0,-5481289.0,8.0,17.0,9.0,1.0
84461,Столовая «ГБОУ Школа №853»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1115",33402869.0,35018647.0,27841557.0,-5561312.0,13.0,,10.0,-3.0
186359,Джамбо,"город Москва, город Зеленоград, корпус 317А, строение 1",34246884.0,,28663811.0,-5583073.0,15.0,17.0,8.0,-7.0
166330,Абрамовъ,"город Москва, улица Большая Полянка, дом 27",28245846.0,24062273.0,22649041.0,-5596805.0,19.0,17.0,9.0,-10.0
170226,Столовая,"город Москва, Монтажная улица, дом 2А, строение 1",32427911.0,39074743.0,26810999.0,-5616912.0,12.0,,17.0,5.0
29322,Столовая ЦО САБУРОВО 1828 КДП- 1,"город Москва, Каширское шоссе, дом 55, корпус 7",39609602.0,,33979025.0,-5630577.0,6.0,10.0,13.0,7.0
84477,Пиццерия Пиу дель Чибо,"город Москва, город Зеленоград, корпус 330",39486176.0,,33835587.0,-5650589.0,13.0,6.0,16.0,3.0
238037,ХлебопекЪ,"город Москва, бульвар Академика Ландау, дом 3",29380135.0,25508154.0,23704811.0,-5675324.0,19.0,,7.0,-12.0
362779,Pizza Point,"город Москва, улица Маршала Савицкого, дом 22, корпус 2",36138895.0,28742035.0,30437382.0,-5701513.0,12.0,,17.0,5.0
317773,Coffee lavka,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большой Овчинниковский переулок, дом 16",37953009.0,,32180721.0,-5772288.0,17.0,9.0,13.0,-4.0
311078,Циники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Богословский переулок, дом 8/15, строение 1",27031441.0,34540438.0,21242275.0,-5789166.0,14.0,,15.0,1.0
259109,CAMERA OBSCURA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",27749927.0,23674133.0,21942048.0,-5807879.0,11.0,18.0,17.0,6.0
171302,Pasta Pesto,"город Москва, Каширское шоссе, дом 61Г",37596418.0,,31781411.0,-5815007.0,10.0,12.0,9.0,-1.0
115133,Бургер Кинг,"город Москва, Профсоюзная улица, дом 56",32852334.0,34785996.0,27035143.0,-5817191.0,13.0,14.0,15.0,2.0
342501,Баскин Роббинс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",37592957.0,,31739880.0,-5853077.0,16.0,11.0,6.0,-10.0
20284,БАР ОКЕАН,"город Москва, проспект Мира, дом 91, корпус 3",34004158.0,,28145264.0,-5858894.0,17.0,15.0,16.0,-1.0
370438,Чайхона,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, владение 21Д",37823450.0,39091052.0,31937457.0,-5885993.0,15.0,18.0,17.0,2.0
288939,Буханка,"город Москва, Полярная улица, дом 27, корпус 2",27992390.0,,22098001.0,-5894389.0,18.0,,7.0,-11.0
215955,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 16",36270146.0,36971849.0,30361897.0,-5908249.0,18.0,9.0,15.0,-3.0
337686,СтардогS,"город Москва, проспект Андропова, дом 25А, строение 2",32146130.0,28073942.0,26200825.0,-5945305.0,17.0,6.0,8.0,-9.0
66234,Стамбул,"город Москва, улица Скульптора Мухиной, дом 11",29220098.0,,23231872.0,-5988226.0,10.0,8.0,9.0,-1.0
29258,Столовая 355,"город Москва, Ферганский проезд, дом 5, корпус 2",36060586.0,39970587.0,30041520.0,-6019066.0,14.0,19.0,9.0,-5.0
189856,Кот-Ч,"город Москва, внутригородская территория муниципальный округ Северное Бутово, Ратная улица, дом 16, корпус 3",30007964.0,,23978302.0,-6029662.0,7.0,10.0,9.0,2.0
358013,360 pab,"город Москва, Боровское шоссе, дом 36",27681439.0,29681327.0,21632496.0,-6048943.0,12.0,12.0,7.0,-5.0
286839,Гастропаб BEERSIDE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Большая Сухаревская площадь, дом 9",29691457.0,26551095.0,23623916.0,-6067541.0,13.0,11.0,12.0,-1.0
326342,Chef Doner 13,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Клязьминская улица, дом 32",35780438.0,,29711738.0,-6068700.0,14.0,12.0,13.0,-1.0
23350,Столовая ГБОУ СОШ № 1190,"город Москва, Пятницкое шоссе, дом 25, корпус 2",28501113.0,36019405.0,22432263.0,-6068850.0,19.0,16.0,17.0,-2.0
295410,Grace bistro,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Спиридоновка, дом 25/20, строение 1",27153008.0,22339558.0,21067602.0,-6085406.0,12.0,,19.0,7.0
358963,Кружка,"город Москва, улица Адмирала Макарова, дом 45",34382959.0,,28283146.0,-6099813.0,11.0,18.0,9.0,-2.0
370719,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 72, корпус 1",33504623.0,,27401096.0,-6103527.0,8.0,11.0,11.0,3.0
127279,Сытая Утка,"город Москва, Дмитровское шоссе, дом 89",31197922.0,32438520.0,25086355.0,-6111567.0,6.0,19.0,6.0,0.0
309571,Beerчик,"город Москва, поселение Московский, Саларьевская улица, дом 8, корпус 2",32795009.0,24410587.0,26567387.0,-6227622.0,16.0,11.0,19.0,3.0
284898,Караоке-Клуб МимоNot,"город Москва, Профсоюзная улица, дом 21А",36761933.0,,30532599.0,-6229334.0,17.0,,6.0,-11.0
327915,Кофемания,"город Москва, Ленинградский проспект, дом 37А, корпус 14, строение 6",30212359.0,25443680.0,23980736.0,-6231623.0,15.0,,6.0,-9.0
22890,«VILLAGE KITTCHEN» РЕСТОРАН при Московском гольф клубе,"город Москва, улица Довженко, дом 1, строение 1",29437334.0,32422049.0,23138478.0,-6298856.0,19.0,,16.0,-3.0
339520,Донер кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Нагорная улица, дом 27",30185357.0,37203871.0,23861947.0,-6323410.0,15.0,,6.0,-9.0
271856,Hard Smoke Cafe,"город Москва, город Московский, 3-й микрорайон, дом 2",39427447.0,31733316.0,33088714.0,-6338733.0,8.0,,17.0,9.0
292063,Бико. Кулинария-выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 25, корпус 1",32369268.0,33024421.0,26025622.0,-6343646.0,14.0,9.0,11.0,-3.0
23047,ЛОКОМОТИВ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Образцова, дом 22",37327490.0,23124964.0,30980714.0,-6346776.0,16.0,11.0,12.0,-4.0
310273,Бродячий суслик,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Краснопролетарская улица, дом 35",39450795.0,37082681.0,33083133.0,-6367662.0,7.0,8.0,16.0,9.0
357066,Cafe Store,"город Москва, Новодмитровская улица, дом 2, корпус 1",28705274.0,37502737.0,22334357.0,-6370917.0,16.0,,14.0,-2.0
328344,Осетинский пирог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 4, корпус 1",37567024.0,26567786.0,31196042.0,-6370982.0,16.0,,18.0,2.0
261401,Кафе Роза ветров,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Сторожевая улица, дом 4, строение 1",28080202.0,,21687291.0,-6392911.0,8.0,,7.0,-1.0
184732,Кофеин Крю,"город Москва, Старопетровский проезд, дом 1",29496974.0,,23045083.0,-6451891.0,6.0,12.0,15.0,9.0
184142,Виктория и Альберт,"город Москва, улица Гризодубовой, дом 4, корпус 4",27794307.0,,21333592.0,-6460715.0,10.0,,13.0,3.0
356485,Blueberry Haze,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Луков переулок, дом 10",38020909.0,30293047.0,31558362.0,-6462547.0,14.0,,12.0,-2.0
99022,Ветка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Александра Солженицына, дом 44",34734259.0,24898071.0,28259464.0,-6474795.0,16.0,,15.0,-1.0
340554,Вилла кебаб,"город Москва, улица Декабристов, дом 15, строение 2",28843083.0,,22342796.0,-6500287.0,13.0,,19.0,6.0
27494,Столовая ГБОУшкола № 922,"город Москва, улица Молостовых, дом 10Б",39575727.0,37172202.0,33061925.0,-6513802.0,13.0,11.0,9.0,-4.0
22413,Бакинский дворик,"город Москва, Мясницкая улица, дом 41, строение 5",31862262.0,,25346083.0,-6516179.0,8.0,14.0,17.0,9.0
303998,Квартира 7,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Ордынка, дом 68",38283523.0,39048815.0,31751743.0,-6531780.0,19.0,16.0,8.0,-11.0
338957,Греки и Узбеки,"город Москва, Головинское шоссе, дом 5, корпус 1",34696102.0,34764540.0,28151454.0,-6544648.0,13.0,19.0,18.0,5.0
283023,FRANKIE,"город Москва, Новослободская улица, дом 24, строение 1",31614987.0,35004041.0,25060450.0,-6554537.0,10.0,,19.0,9.0
273814,Пироги,"город Москва, проспект Мира, дом 119, строение 467",35491380.0,34437206.0,28863980.0,-6627400.0,13.0,,15.0,2.0
311332,Елочка (ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",38383006.0,,31748202.0,-6634804.0,19.0,11.0,19.0,0.0
345212,Вьетнамская кухня «Вьетлотос»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Ленинский проспект, дом 123В",33509611.0,39228190.0,26835317.0,-6674294.0,12.0,12.0,13.0,1.0
128934,Бургер Кинг,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1",30773884.0,34683765.0,24095505.0,-6678379.0,15.0,8.0,17.0,2.0
148402,Ресторан «Хинкали. Вино. Мимино»,"город Москва, 1-й Нагатинский проезд, дом 11, корпус 3",38185628.0,37564494.0,31487564.0,-6698064.0,6.0,19.0,19.0,13.0
347788,33 Пингвина,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",31680719.0,37809018.0,24982654.0,-6698065.0,19.0,,6.0,-13.0
26863,ТВИН ПИГС,"город Москва, улица Академика Королёва, дом 19, строение 1",33008866.0,37608861.0,26274744.0,-6734122.0,19.0,17.0,13.0,-6.0
145568,Star Hit Cafe,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 6, строение 1",36093915.0,,29340068.0,-6753847.0,15.0,13.0,14.0,-1.0
160045,МЯСО.КУЛИНАРИЯ «ДЕДОВСКИЙ ПЕКАРЬ»,"город Москва, Дубравная улица, дом 39",28890590.0,26279400.0,22112869.0,-6777721.0,15.0,16.0,14.0,-1.0
304193,Point58,"город Москва, Новолужнецкий проезд, дом 9, строение 4",35173020.0,20905864.0,28380281.0,-6792739.0,6.0,14.0,9.0,3.0
358989,Кафе,"город Москва, 1-й Митинский переулок, дом 25",29631590.0,25577839.0,22832456.0,-6799134.0,10.0,17.0,8.0,-2.0
181962,Додо Пицца,"город Москва, Воронежская улица, дом 36, корпус 1",28063736.0,35175397.0,21258571.0,-6805165.0,13.0,,6.0,-7.0
311365,Кафе,"город Москва, Егорьевский проезд, дом 2А, строение 2",34773518.0,31044086.0,27956327.0,-6817191.0,13.0,10.0,7.0,-6.0
311494,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 1/2",29539750.0,,22720752.0,-6818998.0,6.0,,14.0,8.0
369406,Кофейня «I-CUP»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Мастеркова, дом 3",30114575.0,37316387.0,23295510.0,-6819065.0,18.0,10.0,16.0,-2.0
202197,Catavina,"город Москва, Лялин переулок, дом 8, строение 2",32066841.0,23026443.0,25241367.0,-6825474.0,8.0,15.0,16.0,8.0
263218,Чайхана Азия Халяль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Раменки, дом 5",30374057.0,,23539424.0,-6834633.0,19.0,,19.0,0.0
160646,Пекарня Хлебобулочная Шаурма на углях,"город Москва, Воронежская улица, дом 16",30654865.0,,23792321.0,-6862544.0,17.0,15.0,6.0,-11.0
303751,Чайхана Шеф-Плов,"город Москва, Измайловское шоссе, дом 69Б",38360168.0,37266962.0,31416529.0,-6943639.0,11.0,,6.0,-5.0
198047,Рамен клаб Японская лапшичная,"город Москва, Пятницкая улица, дом 82/34, строение 1",32188128.0,,25227716.0,-6960412.0,11.0,7.0,19.0,8.0
76679,Ресторан «Наш двор»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица 1905 Года, дом 10, строение 1",34666813.0,38636878.0,27698788.0,-6968025.0,6.0,13.0,10.0,4.0
339481,CINNABON,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 3А",30233060.0,29978440.0,23258137.0,-6974923.0,15.0,6.0,17.0,2.0
20910,Буфет при ВУЗе,"город Москва, улица Рождественка, дом 11, строение 4",39636603.0,26313348.0,32655594.0,-6981009.0,19.0,,7.0,-12.0
255602,Кальянный клуб Hookan Place Пятницкая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 82/34, строение 1",35437976.0,28518668.0,28448547.0,-6989429.0,7.0,15.0,17.0,10.0
167593,Бутчер-Marea,"город Москва, Профсоюзная улица, дом 45А",37543349.0,25397984.0,30507854.0,-7035495.0,18.0,10.0,11.0,-7.0
192795,Марков двор,"город Москва, улица Академика Волгина, дом 2А",28758080.0,26930616.0,21695792.0,-7062288.0,15.0,12.0,8.0,-7.0
248679,Торт Москва,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Триумфальная площадь, дом 1",33963565.0,31020919.0,26900913.0,-7062652.0,11.0,18.0,11.0,0.0
181878,Coffeeist,"город Москва, 1-й Хорошёвский проезд, дом 16, корпус 1",31796480.0,,24707051.0,-7089429.0,14.0,13.0,7.0,-7.0
343288,ТРОПА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Старая Басманная улица, дом 6, строение 3",31106756.0,23970570.0,24015399.0,-7091357.0,13.0,,17.0,4.0
313456,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, 3-я Парковая улица, дом 57",27587726.0,28064142.0,20482395.0,-7105331.0,12.0,17.0,17.0,5.0
364787,Зерно,"город Москва, Новоясеневский проспект, владение 12А, строение 1",28102636.0,22168859.0,20990540.0,-7112096.0,18.0,16.0,15.0,-3.0
329341,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Каширское шоссе, дом 80",30144122.0,,23013945.0,-7130177.0,14.0,15.0,8.0,-6.0
288349,Жара Кафе,"город Москва, 1-й Магистральный тупик, дом 11, строение 1",27578464.0,27971440.0,20435752.0,-7142712.0,17.0,15.0,9.0,-8.0
273844,МОСКОВСКОЕ НЕБО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 119, строение 422",31547728.0,,24391318.0,-7156410.0,19.0,15.0,10.0,-9.0
258175,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ферганская улица, дом 14/13",37046804.0,35788166.0,29873512.0,-7173292.0,12.0,18.0,17.0,5.0
346138,Бирвария,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Ленинский проспект, дом 99",38951988.0,27860542.0,31766622.0,-7185366.0,11.0,,13.0,2.0
356732,"COFFEMAGIC, кофе с собой","город Москва, Люблинская улица, дом 4, корпус 1А",35293474.0,,28106123.0,-7187351.0,16.0,18.0,12.0,-4.0
139914,Проточный,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Новинский бульвар, дом 1/2",34922807.0,22806000.0,27733518.0,-7189289.0,15.0,18.0,8.0,-7.0
290843,Хинкальная,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 130",35408115.0,31298820.0,28188921.0,-7219194.0,16.0,,14.0,-2.0
237724,Чайхона №1,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",36529914.0,30363038.0,29245596.0,-7284318.0,17.0,15.0,18.0,1.0
291983,LAO LEE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Стремянный переулок, дом 38",33459277.0,28976243.0,26157352.0,-7301925.0,9.0,13.0,11.0,2.0
213181,Иль Патио Планета Суши,"город Москва, Шереметьевская улица, дом 6, корпус 1",34908245.0,23208227.0,27603946.0,-7304299.0,17.0,16.0,13.0,-4.0
341197,Illy cafe,"город Москва, 3-й Силикатный проезд, дом 3",28875989.0,28927842.0,21571529.0,-7304460.0,7.0,17.0,7.0,0.0
26172,ЭКЛЕ,"город Москва, Октябрьская улица, дом 5",35783507.0,22598519.0,28458604.0,-7324903.0,7.0,17.0,12.0,5.0
29235,Столовая при школе 723,"город Москва, Нижняя Первомайская улица, дом 51",39177058.0,,31838760.0,-7338298.0,17.0,,10.0,-7.0
330320,Кухмистерская,"город Москва, Варшавское шоссе, дом 9, строение 1Б",31688009.0,,24325708.0,-7362301.0,16.0,,17.0,1.0
227991,БИСТРО24,"город Москва, Ангарская улица, дом 37/18",30476656.0,,23080540.0,-7396116.0,12.0,6.0,10.0,-2.0
368408,T1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Никитская улица, дом 24/1, строение 6",32900356.0,,25419784.0,-7480572.0,15.0,18.0,13.0,-2.0
27025,КЛУБНЫЙ РЕСТОРАН,"город Москва, Кутузовский проспект, дом 2/1, корпус 1А",34470206.0,,26931956.0,-7538250.0,17.0,11.0,11.0,-6.0
357143,Cofe Fest,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, улица Шкулёва, дом 4, строение 10",39730094.0,34562057.0,32126325.0,-7603769.0,7.0,16.0,14.0,7.0
324917,Барбекю,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",39253992.0,31750753.0,31641745.0,-7612247.0,17.0,11.0,14.0,-3.0
364478,Пекарня 24 Гриль&Плов «Магония»,"город Москва, 2-й Кожуховский проезд, дом 25, строение 7",38981206.0,24423130.0,31357667.0,-7623539.0,16.0,8.0,12.0,-4.0
310316,Шаурма,"город Москва, 1-я Новокузьминская улица, дом 19, корпус 2",30426038.0,25387124.0,22801093.0,-7624945.0,9.0,13.0,18.0,9.0
107496,Калифорния Дайнер,"город Москва, улица Арбат, дом 23, строение 1",30586969.0,,22948795.0,-7638174.0,18.0,6.0,18.0,0.0
355537,Балык Малык,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Газетный переулок, дом 3-5, строение 1",37295281.0,,29638261.0,-7657020.0,11.0,10.0,13.0,2.0
297182,ТОТО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Столешников переулок, дом 7, строение 3",38077514.0,38507815.0,30392402.0,-7685112.0,19.0,18.0,19.0,0.0
299201,Мангал Хаус,"город Москва, город Щербинка, Заводская улица, дом 1А, строение 1",38401596.0,21324186.0,30713911.0,-7687685.0,19.0,,8.0,-11.0
197333,Юнайтед Китчен,"город Москва, Мытная улица, дом 74",34088762.0,39756754.0,26390018.0,-7698744.0,7.0,18.0,8.0,1.0
280453,Шашлычок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Бунинская Аллея, дом 9",32137222.0,37192844.0,24420023.0,-7717199.0,15.0,,8.0,-7.0
280608,Пекарня Буханка,"город Москва, улица Лобачевского, дом 118, корпус 2",39301296.0,26736992.0,31576330.0,-7724966.0,12.0,10.0,13.0,1.0
244923,Шоколадница,"город Москва, Солнцевский проспект, дом 21",34667688.0,29032184.0,26935789.0,-7731899.0,6.0,11.0,13.0,7.0
24982,Латук,"город Москва, Яузская улица, дом 1/15, строение 2",31472706.0,33698196.0,23733059.0,-7739647.0,8.0,,13.0,5.0
127410,Московский,"Российская Федерация, город Москва, внутригородская территория поселение Московский, город Московский, 1-й микрорайон, дом 5В, строение 2",30450901.0,,22707775.0,-7743126.0,16.0,18.0,16.0,0.0
85825,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый бульвар, дом 22А",34099738.0,,26341024.0,-7758714.0,11.0,19.0,8.0,-3.0
