Идентификатор,Наименование,Адрес
181989,Шаурма Выпечка,"город Москва, Сумской проезд, дом 2, строение 2"
278072,Мята Lounge,"город Москва, Сущёвская улица, дом 19, строение 4"
310276,Биртайм,"город Москва, Сущёвская улица, дом 19, строение 4"
204706,The 312,"город Москва, Сущёвская улица, дом 21, строение 5"
24013,Якитория,"город Москва, Сходненская улица, дом 25"
129408,КОЛБАСОФФ,"город Москва, Сходненская улица, дом 56"
291977,Cinabonn,"город Москва, Сходненская улица, дом 56"
96142,Теремок,"город Москва, Таганская улица, дом 1, строение 1"
22570,Кафе «Му-Му»,"город Москва, Таганская улица, дом 3"
204112,Семейное кафе Андерсон,"город Москва, Таганская улица, дом 36, строение 1"
29021,ГБОУ ШКОЛА 979 «КДП»,"город Москва, Тамбовская улица, дом 10"
29255,Столовая 328,"город Москва, Ташкентская улица, дом 6"
29249,Столовая 1350,"город Москва, Ташкентская улица, дом 7"
120430,Хлеб и Вино,"город Москва, Тверская улица, дом 12, строение 2"
137142,То Да Сё,"город Москва, Тверская улица, дом 18, корпус 1"
328327,Sattva,"город Москва, Тверская улица, дом 20, строение 1"
229811,Cofix,"город Москва, Тверская улица, дом 9"
332234,Грузинкий паб,"город Москва, Тверская улица, дом 9"
332237,Мексиканская кухня,"город Москва, Тверская улица, дом 9"
26499,Simach в Недальнем,"город Москва, Тверской бульвар, дом 15, строение 2"
310517,Кулинарная лавка братьев Караваевых,"город Москва, Тверской бульвар, дом 20, строение 4"
210400,Шоколадница,"город Москва, Театральный проезд, дом 5, строение 1"
348761,Кренделькофф,"город Москва, Тестовская улица, дом 1"
29172,ПУ 33,"город Москва, Тетеринский переулок, дом 2А"
20967,Буфет № 6 РГАУ-МСХА им. К.А. ТИМИРЯЗЕВА,"город Москва, Тимирязевский проезд, дом 2"
353991,Кафе,"город Москва, Тихорецкий бульвар, дом 1, строение 6"
25744,Алло Пицца,"город Москва, Ткацкая улица, дом 32А"
309547,Вертели,"город Москва, Трубная улица, дом 28, строение 1"
71993,Шантимэль,"город Москва, Тушинская улица, дом 13"
352783,Мегобари,"город Москва, Тушинская улица, дом 17"
357316,Чайхана «Музаффар»,"город Москва, Уральская улица, владение 1Б, строение 1"
375270,Кофе с собой,"город Москва, Уральская улица, дом 6, корпус 1"
296357,BFL'S,"город Москва, Усачёва улица, дом 26"
347785,"View стейки, бургеры","город Москва, Усачёва улица, дом 26"
347802,Лакса,"город Москва, Усачёва улица, дом 26"
28809,Столовая при ШК. 2072,"город Москва, Утренняя улица, дом 12"
29258,Столовая 355,"город Москва, Ферганский проезд, дом 5, корпус 2"
260852,ДОДО ПИЦЦА,"город Москва, Фестивальная улица, дом 2А"
24762,Теремок,"город Москва, Фестивальная улица, дом 2Б"
283288,Островок Суши,"город Москва, Фестивальная улица, дом 2Б"
70281,Кафе «Вельвет»,"город Москва, Фестивальная улица, дом 8А"
26846,Чайхона №1,"город Москва, Флотская улица, дом 3"
366123,Крошка Картошка,"город Москва, Флотская улица, дом 7, строение 1"
201668,Riverside,"город Москва, Фрунзенская набережная, дом 32"
153451,Столовая при Центре образования «Радуга»,"город Москва, Фрунзенская набережная, дом 50"
28811,Столовая при ШК. 1324 (409),"город Москва, Фрязевская улица, дом 5"
180681,Пекарня 1,"город Москва, Херсонская улица, дом 20, корпус 1"
346301,Хинкальная,"город Москва, Холодильный переулок, дом 3, корпус 1"
284142,Marula lounge bar,"город Москва, Холодильный переулок, дом 3, корпус 1, строение 16"
308980,Центр Плова,"город Москва, Хорошёвское шоссе, дом 27"
343329,Иль Патио,"город Москва, Хорошёвское шоссе, дом 27"
187739,Кафе Камбуз,"город Москва, Хорошёвское шоссе, дом 35, корпус 1"
372513,Turkish Doner,"город Москва, Хорошёвское шоссе, дом 88"
111851,ПРАЙМ,"город Москва, Цветной бульвар, дом 11, строение 2"
25043,ШОКОЛАДНИЦА,"город Москва, Цветной бульвар, дом 13"
119617,Krispy Krem,"город Москва, Цветной бульвар, дом 21, строение 1"
205085,RAMEN,"город Москва, Цветной бульвар, дом 21, строение 7"
365937,Алазани,"город Москва, Челобитьевское шоссе, дом 10А"
27493,Столовая ГБОУ Школа №1373,"город Москва, Челябинская улица, дом 9"
26188,АНТИК,"город Москва, Чермянский проезд, дом 5, строение 26"
29342,Столовая «ГБОУ СОШ 1179»,"город Москва, Чертановская улица, дом 1А, корпус 3"
350582,Практик Кофе,"город Москва, Чертановская улица, дом 59"
29085,Школьно-базовая столовая,"город Москва, Чечёрский проезд, дом 42"
192841,Шоколадница,"город Москва, Чистопрудный бульвар, дом 1А"
319639,Флер,"город Москва, Чистопрудный бульвар, дом 23, строение 2"
29009,ШКОЛА 2016 КШП ЗАГОРЬЕ,"город Москва, Чонгарский бульвар, дом 17"
317732,Subway,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3"
86309,Ресторан «Shelby»,"город Москва, Шелепихинская набережная, дом 20"
303869,Кальянная «Мы»,"город Москва, Шелепихинская набережная, дом 34, корпус 1"
311333,Спесь,"город Москва, Шереметьевская улица, дом 2, строение 1"
213181,Иль Патио Планета Суши,"город Москва, Шереметьевская улица, дом 6, корпус 1"
242054,Вьетнамский СТРИТ ФУД,"город Москва, Шереметьевская улица, дом 6, корпус 1"
319336,Love bar,"город Москва, Шереметьевская улица, дом 6, корпус 1"
179616,Кафе при АЗС «Газпромнефть»,"город Москва, Шипиловский проезд, владение 29"
173194,Coffeek,"город Москва, Щербаковская улица, дом 53"
220559,Бургер Кинг,"город Москва, Щукинская улица, дом 42"
311317,Свежевыжатые соки и коктейли,"город Москва, Щукинская улица, дом 42"
211350,Милти,"город Москва, Щёлковское шоссе, дом 2А"
283541,Шаурма,"город Москва, Щёлковское шоссе, дом 74"
166309,Столовая Клюква,"город Москва, Электродная улица, дом 2, строение 1"
186595,Додо Пицца,"город Москва, Электродная улица, дом 2, строение 32"
330457,Кофе,"город Москва, Электролитный проезд, дом 16, корпус 3"
221374,В кафе,"город Москва, Электролитный проезд, дом 16, корпус 7"
170119,Бар 19-80,"город Москва, Южнобутовская улица, дом 117"
29076,Школьно-базовая столовая,"город Москва, Южнобутовская улица, дом 135А"
297362,Coffee XO,"город Москва, Южнобутовская улица, дом 44"
159144,Предприятие быстрого питания,"город Москва, Южнобутовская улица, дом 50, корпус 4"
147792,The WAITERS,"город Москва, Якиманская набережная, дом 4, строение 1"
153533,Кафе,"город Москва, Ярославская улица, дом 13А, строение 1"
25234,ЯРОСЛАВСКИЙ,"город Москва, Ярославская улица, дом 8, корпус 1"
29740,ЧЕБУРЕЧНАЯ,"город Москва, Ярославская улица, дом 9Б"
304820,Вьетнамская кухня фудкорт,"город Москва, Ярославское шоссе, дом 146, корпус 1"
27467,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 752,"город Москва, Ярославское шоссе, дом 8, корпус 1"
217681,Теремок,"город Москва, Ярцевская улица, дом 19"
351244,WOW STREET FOOD,"город Москва, Ярцевская улица, дом 19"
351247,ДАБЛБИ,"город Москва, Ярцевская улица, дом 19"
188403,Subway,"город Москва, Ярцевская улица, дом 25"
20109,Мускат-Молодежная чайхана,"город Москва, Ярцевская улица, дом 25А"
19878,Якитория,"город Москва, Ярцевская улица, дом 34, корпус 1"
29035,ГБОУ ШКОЛА 544 «КДП»,"город Москва, Ясеневая улица, дом 8, корпус 2"
310777,Буханка,"город Москва, Ясный проезд, дом 2"
204215,KFC,"город Москва, бульвар Дмитрия Донского, дом 2, корпус 1"
29460,ГБОУ школа №2114,"город Москва, бульвар Дмитрия Донского, дом 6А"
145150,Шаурма,"город Москва, бульвар Маршала Рокоссовского, дом 31"
27398,Столовая при школе 2097,"город Москва, бульвар Яна Райниса, дом 43, корпус 2"
298919,Грин Сити,"город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, улица Академика Валиева, дом 6, строение 6"
26946,Ресторан GRUT,"город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Шипиловская улица, дом 28А"
345191,Кафе «Foodpoint»,"город Москва, внутригородская территория муниципальный округ Чертаново Южное, Кировоградская улица, дом 23А, корпус 1"
312605,Изи Паб,"город Москва, внутригородская территория поселение Московский, город Московский, улица Никитина, дом 2"
250357,Столовая,"город Москва, город Зеленоград, Заводская улица, дом 21А, строение 14"
25938,Никольский парк,"город Москва, город Зеленоград, Никольский проезд, дом 5"
68111,Пармезан,"город Москва, город Зеленоград, Панфиловский проспект, дом 6А"
243999,OKI SUSHI,"город Москва, город Зеленоград, корпус 1549"
72084,Столовая в школе 2045 корп.1611 (ранее УВК 1762),"город Москва, город Зеленоград, корпус 1611"
186359,Джамбо,"город Москва, город Зеленоград, корпус 317А, строение 1"
254394,Rumas,"город Москва, город Зеленоград, корпус 438"
190332,Зефир,"город Москва, город Зеленоград, корпус 619"
29119,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ШКОЛА № 853,"город Москва, город Зеленоград, корпус 913А"
310896,Столовая,"город Москва, город Зеленоград, улица Конструктора Лукина, дом 14, строение 1"
350810,Ruma's,"город Москва, город Зеленоград, улица Конструктора Лукина, дом 14, строение 1"
351227,Лаваш-Центр,"город Москва, город Московский, 1-й микрорайон, владение 5Д, строение 2"
183892,Колос пекарня Осетинские пироги,"город Москва, город Московский, 3-й микрорайон, дом 11"
164876,Шаурма,"город Москва, город Московский, Радужная улица, дом 13, корпус 3"
325869,Кафе «Bear Burgers»,"город Москва, город Троицк, Академическая площадь, дом 5"
79698,Кафе «Чемпион»,"город Москва, город Троицк, Октябрьский проспект, дом 16Б"
79667,Кафе «Метелица»,"город Москва, город Троицк, Сиреневый бульвар, дом 3"
242637,Кафе «Учительская»,"город Москва, город Троицк, Центральная улица, дом 4"
296081,Кафе «Безэ»,"город Москва, город Троицк, микрорайон ""В"", дом 37"
153380,Столовая при ГБОУ Школа 57,"город Москва, переулок Хользунова, дом 8"
205027,One Price Coffeе,"город Москва, площадь Ганецкого, дом 1Б"
139770,Кебаб Хаус,"город Москва, площадь Киевского Вокзала, дом 2"
164862,Black Star Burger,"город Москва, площадь Киевского Вокзала, дом 2"
169736,ЛавКрафт,"город Москва, площадь Победы, дом 2, корпус 1"
25098,Costa Coffee,"город Москва, площадь Тверская Застава, дом 7, строение 1"
246811,Кафе «Тифлиси»,"город Москва, поселение Внуковское, Омская улица, дом 16"
331373,Додо пицца,"город Москва, поселение Внуковское, Омская улица, дом 7А"
298425,Кафе «Рассказово»,"город Москва, поселение Внуковское, бульвар Андрея Тарковского, дом 7"
286971,Банкетный зал,"город Москва, поселение Внуковское, посёлок Минвнешторга, улица Ленина, дом 2А"
301467,Пекарня «Буханка»,"город Москва, поселение Внуковское, улица Лётчика Грицевца, дом 11"
227005,Доставка еды и обедов «Вкусно House»,"город Москва, поселение Внуковское, улица Лётчика Грицевца, дом 8"
366997,Кафе,"город Москва, поселение Вороновское, деревня Львово, Крутовская улица, дом 29, строение 7"
331046,Шоколадница,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 51"
324169,Кафе,"город Москва, поселение Воскресенское, деревня Ямонтово, дом 71"
158080,Peri,"город Москва, поселение Десеновское, 6-я Нововатутинская улица, дом 2"
281637,Пекарня,"город Москва, поселение Десеновское, Нововатутинский проспект, дом 10"
252015,Пиццерия «Pinzeria»,"город Москва, поселение Десеновское, деревня Десна, Рябиновая улица, дом 15, строение 1"
137325,Школа №2073,"город Москва, поселение Кленовское, село Кленово, Центральная улица, дом 2"
136380,ГБОУ Школа №2057 ШО-1,"город Москва, поселение Марушкинское, деревня Марушкино, улица Липовая Аллея, дом 6"
222397,Дабл Би,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1"
245200,Village coffe,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
252171,Teika BOOM,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
331200,Китайские пельмени,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
346401,Sticks,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
354177,Море Мидий,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
362387,Churro Churro Испанские пончики,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
375153,Хлеб с маслом,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
375154,Bon Bon Клубника в шоколаде,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1"
210164,Швили,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, дом 1"
191190,Лукойл,"город Москва, поселение Московский, Киевское шоссе, 28-й километр, владение 2, строение 1"
79716,Шоколадница,"город Москва, поселение Московский, МКАД, 47-й километр, владение 23"
288671,ChillCup,"город Москва, поселение Московский, Саларьевская улица, дом 16, корпус 4"
267643,Дабл Би,"город Москва, поселение Московский, деревня Лапшинка, владение 8, корпус 1"
188569,Кафе Армянский Дом,"город Москва, поселение Московский, деревня Саларьево, Московская улица, дом 1А, строение 1"
193731,Биротека,"город Москва, поселение Московский, улица Татьянин Парк, дом 11"
288637,Буханка,"город Москва, поселение Московский, улица Татьянин Парк, дом 19, корпус 1"
146492,Бургер Кинг,"город Москва, поселение Рязановское, Симферопольское шоссе, дом 20А, строение 1"
189418,Мясо&Рыба,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б"
189563,Piccolo,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б"
316492,Крошка картошка,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б"
272546,Чайхана файзи,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 3, корпус 2"
356067,DONER Тик Топ,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 4"
291574,Coffe Moose,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 6"
356043,Кондитерская Semi-Sweet,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 6"
357886,Моккано,"город Москва, поселение Сосенское, бульвар Веласкеса, дом 7, корпус 3"
327825,Джентльмен lounge,"город Москва, поселение Сосенское, деревня Сосенки, Ясеневая улица, дом 5, корпус 2"
190838,Кафе Alga,"город Москва, поселение Сосенское, деревня Сосенки, владение 56"
290026,Буханка,"город Москва, поселение Сосенское, посёлок Коммунарка, дом 30"
373279,Буханка,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 23"
196069,Печь Ланч,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 88, корпус 1"
306561,Деливери пицца,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 4, корпус 1"
189639,Бар Липа,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 2"
292983,Пекарня БУLКИ,"город Москва, поселение Сосенское, улица Сервантеса, дом 1, корпус 4"
157300,Азбука Вкуса,"город Москва, проезд Аэропорта, дом 8"
68448,Бургер Кинг,"город Москва, проезд Дежнёва, дом 21"
26220,Соколиная охота,"город Москва, проезд Сокольнического Круга, дом 11"
172337,Кафе «FRESH CAFE»,"город Москва, проектируемый проезд № 4062, дом 6, строение 16"
196230,Cappuccino Kids,"город Москва, проектируемый проезд № 4062, дом 6, строение 2"
358529,Бодро Кофе,"город Москва, проектируемый проезд № 4062, дом 6, строение 2"
26280,Черноморская Ривьера,"город Москва, проспект 60-летия Октября, дом 8А"
286501,La Trattoria,"город Москва, проспект Андропова, дом 1А"
305611,Павлиний хвост,"город Москва, проспект Андропова, дом 1А"
330127,Monster Hills,"город Москва, проспект Андропова, дом 1А"
153582,Вкусно - и точка,"город Москва, проспект Андропова, дом 22"
239529,Сушимаркет,"город Москва, проспект Андропова, дом 22"
373920,АКСАКАЛ кавказская кухня осетинские пироги,"город Москва, проспект Андропова, дом 22"
373960,КОФЕ С СОБОЙ,"город Москва, проспект Андропова, дом 22"
337686,СтардогS,"город Москва, проспект Андропова, дом 25А, строение 2"
258572,Шоколадница,"город Москва, проспект Андропова, дом 8"
269655,Пекарня,"город Москва, проспект Будённого, дом 18Б"
69867,Трапеза,"город Москва, проспект Вернадского, дом 29"
215850,Милти,"город Москва, проспект Вернадского, дом 41, строение 3"
19721,КОМБИНАТ ПИТАНИЯ МИРЭА,"город Москва, проспект Вернадского, дом 78, строение 8"
262639,Star Hit cafe,"город Москва, проспект Вернадского, дом 86А"
368180,One Price COFFEE,"город Москва, проспект Вернадского, дом 86А"
342920,СИДРОВ ПРОЛИВ (пивной бар),"город Москва, проспект Вернадского, дом 86В"
342930,Лепим и варим свежие пельмени,"город Москва, проспект Вернадского, дом 86В"
167305,Винный магазин-бар «Хлеб и вино»,"город Москва, проспект Вернадского, дом 94, корпус 8"
20147,Кафе «Пекарня «Мюнгер»»,"город Москва, проспект Вернадского, дом 97, корпус 1"
305436,Донеретто Шаурма,"город Москва, проспект Маршала Жукова, дом 27"
74900,Урюк,"город Москва, проспект Маршала Жукова, дом 48, корпус 1"
306995,Мята Lounge,"город Москва, проспект Мира, дом 102, строение 12"
22892,Шоколадница,"город Москва, проспект Мира, дом 112"
329200,French Bakery,"город Москва, проспект Мира, дом 114Б, строение 2"
20705,ПАБ,"город Москва, проспект Мира, дом 150"
26663,Бургер Кинг,"город Москва, проспект Мира, дом 211, корпус 2"
282461,Санта Базилик,"город Москва, проспект Мира, дом 26, строение 1"
141232,Lambic,"город Москва, проспект Мира, дом 26, строение 7"
26005,Масала Хаус,"город Москва, проспект Мира, дом 79"
144005,Бургер Кинг,"город Москва, проспект Мира, дом 92, строение 2"
320826,"Пекарня, шаурма","город Москва, улица 50 лет Октября, владение 2Б, строение 2"
359740,НУШ ДОНЕР,"город Москва, улица 8 Марта, дом 15А"
342723,Тропик Lounge,"город Москва, улица Авиаконструктора Миля, дом 2А"
23650,ГБОУ Школа № 1542,"город Москва, улица Авиаторов, дом 28"
249301,Мята Lounge,"город Москва, улица Адмирала Лазарева, дом 2"
23265,Столовая при школе № 1307 (ЦО Тропарево),"город Москва, улица Академика Анохина, дом 48"
203421,Столовая,"город Москва, улица Академика Арцимовича, дом 6"
27408,Столовая школы № 601,"город Москва, улица Академика Ильюшина, дом 8"
29223,СТОЛОВАЯ ПРИ ГУП ОБЪЕДИНЕННЫЙ КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ,"город Москва, улица Амундсена, дом 10"
356765,Шаурма,"город Москва, улица Амундсена, дом 14"
305313,Пивотека 465,"город Москва, улица Архитектора Щусева, дом 2, корпус 2"
24093,Кафе КРАНЦЛЕР гостиницы Балчуг,"город Москва, улица Балчуг, дом 1"
348070,Кафе «PANASIAN»,"город Москва, улица Барклая, дом 10"
354174,Кафе «JAPCAKE»,"город Москва, улица Барклая, дом 10"
373116,Кафе Практика кофе,"город Москва, улица Берзарина, дом 28А, корпус 2"
21478,ШКОЛА №904 ОАО «КДП»,"город Москва, улица Бехтерева, дом 17А"
21453,СТОЛОВАЯ ШКОЛЫ 434,"город Москва, улица Благуша, дом 6"
326046,CoffeePort,"город Москва, улица Богданова, дом 52"
134271,Гадкий кайот,"город Москва, улица Большая Дмитровка, дом 13"
227553,Tochka coffee,"город Москва, улица Большая Ордынка, дом 38, строение 1"
72092,Кофемания,"город Москва, улица Большая Полянка, дом 2, строение 2"
363594,Cofix street food,"город Москва, улица Большая Полянка, дом 26, строение 2"
166330,Абрамовъ,"город Москва, улица Большая Полянка, дом 27"
152060,French kiss,"город Москва, улица Большая Якиманка, дом 32"
29166,ГБОУ коллежд связи 54,"город Москва, улица Большие Каменщики, дом 7"
324550,White Star Lounge,"город Москва, улица Борисовские Пруды, дом 8А"
328417,Шаурма выпечка,"город Москва, улица Брусилова, дом 33, корпус 1"
239020,Школьно-базовая столовая,"город Москва, улица Бусиновская Горка, дом 7, корпус 1"
239016,Школьно-базовая столовая,"город Москва, улица Бусиновская Горка, дом 7, корпус 2"
356913,Городское кафе,"город Москва, улица Вавилова, дом 66"
23817,СТОЛОВАЯ ШКОЛА 804,"город Москва, улица Ватутина, дом 8"
302201,Чайхана Тахир,"город Москва, улица Верхние Поля, дом 43"
311454,Столовая,"город Москва, улица Водников, дом 2"
272133,Шаурма,"город Москва, улица Гарибальди, дом 23/54"
324829,КАФЕТЕРИЙ,"город Москва, улица Генерала Белобородова, дом 11"
371085,Крошка Картошка,"город Москва, улица Генерала Кузнецова, дом 22"
274962,Столовая ГБОУ Школа №1286,"город Москва, улица Героев Панфиловцев, дом 15"
234319,Хвост бобра,"город Москва, улица Героев Панфиловцев, дом 7"
26856,Йоркшир,"город Москва, улица Гризодубовой, дом 4, корпус 1"
29065,Столовая ГБОУ 45 Гимназия имени Л.И. Мильграмма,"город Москва, улица Гримау, дом 8"
356193,Кофейня,"город Москва, улица Гурьянова, дом 4, корпус 2, строение 2"
360102,Пекарня Шаурма,"город Москва, улица Декабристов, дом 45Б, строение 1"
25833,АЗЕРБАЙДЖАН,"город Москва, улица Демьяна Бедного, дом 4"
358613,МСК Московская сеть кальянных,"город Москва, улица Дмитриевского, дом 21"
295455,Кофе бар 78,"город Москва, улица Дмитрия Ульянова, дом 42, строение 1"
285675,Грузинский ресторан «Дэди»,"город Москва, улица Дмитрия Ульянова, дом 5"
282252,Шаурма Донар Кебаб,"город Москва, улица Дмитрия Ульянова, дом 6"
144558,Домино'с Пицца,"город Москва, улица Доватора, дом 11, корпус 1"
151787,Столовая при ГБОУ Школа 171,"город Москва, улица Доватора, дом 5/9"
22890,«VILLAGE KITTCHEN» РЕСТОРАН при Московском гольф клубе,"город Москва, улица Довженко, дом 1, строение 1"
169602,Кофейня,"город Москва, улица Дружбы, дом 10/32"
24679,Джаганнат,"город Москва, улица Земляной Вал, дом 24/30, строение 1"
209238,Бургер Кинг,"город Москва, улица Земляной Вал, дом 33"
21029,Буфет при театре,"город Москва, улица Земляной Вал, дом 76/21, строение 1"
236696,Кофейня кофе с собой,"город Москва, улица Золоторожский Вал, дом 11, строение 27"
19741,Буфет,"город Москва, улица Ивана Франко, владение 33-Г"
359064,Тунец,"город Москва, улица Исаковского, дом 33, корпус 3"
346906,Кафе «Веранда 32.05»,"город Москва, улица Каретный Ряд, дом 3, строение 3"
20527,Колизей холл,"город Москва, улица Кондратюка, дом 1А"
344225,Вкусно.Сладко.Домашняя кондитерская,"город Москва, улица Константинова, дом 11А"
26919,Молли Гвинз,"город Москва, улица Коровий Вал, владение 11, сооружение 1"
24415,1 Этаж,"город Москва, улица Костякова, дом 6/5"
313676,Донер и Шаурма,"город Москва, улица Красная Пресня, дом 44, строение 1"
29050,ГБОУ СОШ 1173,"город Москва, улица Красного Маяка, дом 13А"
23854,Папа Джонс,"город Москва, улица Кржижановского, владение 22, строение 1"
325921,Ресторан ГАМБРИНУС,"город Москва, улица Кржижановского, дом 15, корпус 3"
196497,KFC,"город Москва, улица Кржижановского, дом 18, корпус 3"
23590,Столовая ГБОУ Школа № 1371 «Крылатское»,"город Москва, улица Крылатские Холмы, дом 45, корпус 1"
194982,Ресторан «Лебединое озеро»,"город Москва, улица Крымский Вал, дом 9, строение 22"
369715,Туркиш донер,"город Москва, улица Куусинена, дом 1"
164818,Мясо,"город Москва, улица Куусинена, дом 4А, корпус 1"
25226,Берёзовая Роща,"город Москва, улица Куусинена, дом 8А"
254972,Ресторан «Мансард Хол»,"город Москва, улица Лавочкина, дом 7А, строение 1"
285867,Just a cup of coffee,"город Москва, улица Ленинская Слобода, дом 19"
290208,Кофейня Carliner,"город Москва, улица Ленинская Слобода, дом 19"
331556,За обе щеки,"город Москва, улица Ленинская Слобода, дом 19"
178431,Ramen+NOODLES,"город Москва, улица Ленинская Слобода, дом 26"
290408,Crepere настоящий креп,"город Москва, улица Лескова, дом 14"
290414,WINE CO,"город Москва, улица Лескова, дом 14"
189176,Rich Lounge,"город Москва, улица Лобачевского, дом 102, строение 1"
26821,РЕСТОРА БСА VIP -КЛУБ С «ПРЕСС-ЦЕНТРОМ»,"город Москва, улица Лужники, дом 24, строение 1"
357754,Энель,"город Москва, улица Лужники, дом 24, строение 1"
173988,Кафе при отеле Графский,"город Москва, улица Льва Толстого, дом 23, строение 5"
25873,БУТЧЕР,"город Москва, улица Малая Дмитровка, дом 20"
128768,Пит Брэд,"город Москва, улица Малая Якиманка, дом 24"
77499,Натахтари,"город Москва, улица Маросейка, дом 6-8, строение 1"
175943,Столовая Школа № 937,"город Москва, улица Маршала Захарова, дом 25"
257351,ГБОУ Школа №1519,"город Москва, улица Маршала Катукова, дом 21, корпус 2"
29091,Школьно-базовая столовая,"город Москва, улица Маршала Савицкого, дом 6, корпус 4"
357825,Trattoria Siesta,"город Москва, улица Маршала Савицкого, дом 7"
21739,АЛЛО-ПИЦЦА,"город Москва, улица Маршала Тухачевского, дом 30"
337602,Донер Пекарня,"город Москва, улица Маршала Тухачевского, дом 32"
344756,БУОНАМИЧИ,"город Москва, улица Маршала Тухачевского, дом 41, корпус 1"
186385,Чайхана «Баракат»,"город Москва, улица Мастеркова, дом 4"
26562,LION,"город Москва, улица Металлургов, дом 29А"
155953,Галактика,"город Москва, улица Миклухо-Маклая, дом 10, корпус 2"
199244,Шаурма,"город Москва, улица Миклухо-Маклая, дом 43"
226972,Кофейня,"город Москва, улица Милашенкова, дом 8"
22868,Ресторан «Колбасофф»,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 3, корпус 1"
23451,СТОЛОВАЯ при «ЛЮКС»,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 1"
307244,Мята Lounge,"город Москва, улица Можайский Вал, дом 8"
29546,ПРИ ШКОЛЕ 891,"город Москва, улица Молдагуловой, дом 13А"
357111,Шаурма 24,"город Москва, улица Молодцова, дом 2А"
27494,Столовая ГБОУшкола № 922,"город Москва, улица Молостовых, дом 10Б"
173441,Пекарня,"город Москва, улица Москворечье, дом 23"
193161,Кафетерий,"город Москва, улица Мусы Джалиля, владение 9, корпус 7"
259815,ДаПино,"город Москва, улица Намёткина, дом 11"
154851,Шаурма,"город Москва, улица Намёткина, дом 13Б"
156618,Шашлычная Курдюк,"город Москва, улица Народного Ополчения, дом 22, корпус 1"
29007,Школа № 463,"город Москва, улица Новинки, дом 8"
140733,2rooms,"город Москва, улица Новый Арбат, дом 21"
209680,Shushas,"город Москва, улица Новый Арбат, дом 36, строение 3"
23911,ПИВНОЙ ДВОРИК,"город Москва, улица Обручева, дом 11"
345055,Буханка,"город Москва, улица Обручева, дом 5А"
289525,Чайхона Тамано,"город Москва, улица Орджоникидзе, дом 12, строение 4"
339278,Шаурма,"город Москва, улица Орджоникидзе, дом 12, строение 4"
373136,Вкусный кофе с собой,"город Москва, улица Орджоникидзе, дом 12, строение 4"
153766,Столовая при ФГБОУ ВО МГЛУ,"город Москва, улица Остоженка, дом 38, строение 1"
205759,Чебуречная Буффало,"город Москва, улица Панфилова, дом 12"
197573,Домино'с Пицца,"город Москва, улица Панфёрова, дом 4"
27615,СТОЛОВАЯ ШК. 156,"город Москва, улица Паустовского, дом 5, корпус 2"
102229,Ливан-хаус,"город Москва, улица Перерва, дом 43, корпус 1"
229352,Пицца Хат,"город Москва, улица Перерва, дом 65, строение 1"
27780,СТОЛОВАЯ ДЛЯ ПЕРСОНАЛА,"город Москва, улица Петровка, дом 11"
156314,ВОДА,"город Москва, улица Петровка, дом 17, строение 7"
167633,BURO TSUM,"город Москва, улица Петровка, дом 2, строение 1"
25152,FUMISAWA SUSHI,"город Москва, улица Петровка, дом 5"
28825,Колледж архитектуры и менеджмента в строительстве № 17,"город Москва, улица Плеханова, дом 5Б"
178858,ДОНЕР ХАУС,"город Москва, улица Плещеева, дом 4, корпус 1"
